Louisville_intype,Louisville_insubtype,Louisville_indate,Louisville_surreason,Louisville_outtype,Louisville_outsubtype,Louisville_outdate,Louisville_animaltype,Louisville_bites,Louisville_petsize,Dallas_Animal Type,Dallas_Animal Breed,Dallas_Intake Type,Dallas_Intake Subtype,Dallas_Intake Date,Dallas_Outcome Type,Dallas_Outcome Subtype,Dallas_Month,Dallas_Year
OWNER SUR,RETURN 30,2022-08-01,COST,ADOPTION,WALK IN,2022-08-08,CAT,N,MED,DOG,BOXER,TREATMENT,HEART WORM,2022-10-03,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-04-01,STRAY,ADOPTION,WALK IN,2022-05-14,DOG,N,MED,DOG,DOBERMAN PINSCH,OWNER SURRENDER,WALK IN,2022-10-03,TRANSFER,MEDICAL,FY2024,FY2023
OWNER SUR,OTC,2022-03-01,RESPONSIBL,ADOPTION,INTERNET,2022-03-12,CAT,N,MED,DOG,ALASKAN HUSKY,STRAY,AT LARGE,2022-11-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-05-11,STRAY,TRANSFER,RESCUE GRP,2022-05-26,DOG,N,LARGE,DOG,ALASKAN HUSKY,OWNER SURRENDER,PICK UP,2022-12-23,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-04-23,STRAY,TNR,CARETAKER,2022-07-04,CAT,N,MED,DOG,PIT BULL,TREATMENT,HEART WORM,2022-12-09,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-01-06,STRAY,RTO,IN KENNEL,2022-01-11,DOG,N,X-LRG,DOG,PIT BULL,TREATMENT,HEART WORM,2022-10-09,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-06-09,STRAY,TRANSFER,RESCUE GRP,2022-06-17,DOG,N,MED,DOG,CHIHUAHUA LH,OWNER SURRENDER,WALK IN,2022-10-27,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-15,STRAY,RTO,IN KENNEL,2022-11-16,DOG,N,LARGE,DOG,PIT BULL,FOSTER,APPOINT,2022-10-26,ADOPTION,BY FOSTER,FY2024,FY2023
STRAY,FIELD,2022-12-09,STRAY,RTO,IN FIELD,2022-12-09,DOG,N,LARGE,DOG,PIT BULL,TREATMENT,HEART WORM,2022-10-08,TREATMENT,COMPLETED,FY2024,FY2023
OWNER SUR,FIELD,2022-03-29,AGG FEAR,EUTH,REQUESTED,2022-04-13,DOG,Y,LARGE,DOG,PIT BULL,TRANSFER,STRAY,2022-12-22,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-26,STRAY,RTO,IN KENNEL,2022-11-26,DOG,N,LARGE,DOG,PIT BULL,STRAY,AT LARGE,2022-11-09,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-07-05,STRAY,FOSTER,TIME/SPACE,2022-10-17,DOG,N,MED,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-10-25,EUTHANIZED,HUMANE,FY2024,FY2023
FOSTER,RETURN,2022-12-01,FOSTER RET,ADOPTION,EVENT,2022-12-01,DOG,N,MED,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-12-21,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-12,STRAY,RTO,IN KENNEL,2022-12-13,DOG,N,TOY,DOG,AKITA,STRAY,AT LARGE,2022-12-01,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-04-28,STRAY,RTO,IN KENNEL,2022-04-29,DOG,N,LARGE,DOG,PIT BULL,STRAY,AT LARGE,2022-10-19,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-09-28,STRAY,RTO,IN FIELD,2022-09-28,DOG,N,LARGE,DOG,PIT BULL,STRAY,AT LARGE,2022-12-10,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-07-23,STRAY,RTO,IN KENNEL,2022-07-23,DOG,N,MED,DOG,MIXED BREED,TREATMENT,HEART WORM,2022-12-19,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,FIELD,2022-07-06,STRAY,RTO,IN FIELD,2022-07-06,DOG,Y,LARGE,DOG,MIXED BREED,TREATMENT,FOLLOWUP,2022-12-02,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,FIELD,2022-10-19,STRAY,RTO,IN FIELD,2022-10-19,DOG,N,SMALL,DOG,MIXED BREED,TREATMENT,ILLNESS,2022-11-26,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-04-20,STRAY,RTO,IN KENNEL,2022-04-23,DOG,N,PUPPY,DOG,MIXED BREED,OWNER SURRENDER,URGENT,2022-11-03,FOSTER,GENERAL,FY2024,FY2023
STRAY,FIELD,2022-06-24,STRAY,RTO,IN KENNEL,2022-06-29,DOG,N,LARGE,DOG,AMER BULLDOG,STRAY,CONFINED,2022-10-17,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-02-21,STRAY,TRANSFER,RESCUE GRP,2022-03-09,DOG,Y,LARGE,DOG,CAIRN TERRIER,TREATMENT,HEART WORM,2022-10-24,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-12-13,STRAY,RTO,IN KENNEL,2022-12-14,DOG,N,SMALL,DOG,GERM SHEPHERD,CONFISCATED,QUARANTINE,2022-12-13,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-24,STRAY,RTO,IN KENNEL,2022-10-26,DOG,N,LARGE,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-15,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-01-30,STRAY,RTO,IN KENNEL,2022-01-31,DOG,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-14,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-23,STRAY,TRANSFER,KHS,2022-12-29,CAT,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-06,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-11-19,STRAY,ADOPTION,WALK IN,2022-12-19,DOG,N,MED,DOG,MIXED BREED,STRAY,CONFINED,2022-11-11,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,FIELD,2022-01-03,STRAY,RTO,IN KENNEL,2022-01-04,DOG,N,LARGE,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-10-07,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-21,STRAY,ADOPTION,WALK IN,2022-04-07,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-10-03,STRAY,RTO,IN KENNEL,2022-10-03,DOG,N,LARGE,DOG,CHIHUAHUA SH,FOSTER,APPOINT,2022-12-07,ADOPTION,BY FOSTER,FY2024,FY2023
OWNER SUR,FIELD,2022-06-19,UNKNOWN,ADOPTION,WALK IN,2022-07-13,DOG,N,MED,DOG,GERM SHEPHERD,OWNER SURRENDER,URGENT,2022-10-27,EUTHANIZED,BITE,FY2024,FY2023
STRAY,FIELD,2022-09-16,STRAY,RTO,IN FIELD,2022-09-16,DOG,N,MED,DOG,GERM SHEPHERD,CONFISCATED,QUARANTINE,2022-10-11,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-11,STRAY,RTO,IN FIELD,2022-12-11,DOG,N,LARGE,DOG,BULLDOG,STRAY,AT LARGE,2022-12-19,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-08-22,STRAY,TNR,CARETAKER,2022-08-29,CAT,N,MED,DOG,ALASKAN HUSKY,STRAY,AT LARGE,2022-10-27,ADOPTION,EVENT,FY2024,FY2023
RETURN,ADOPTION,2022-08-19,RESPONSIBL,ADOPTION,WALK IN,2022-08-26,CAT,N,MED,DOG,CHIHUAHUA SH,STRAY,AT LARGE,2022-11-22,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-01-07,STRAY,RTO,IN KENNEL,2022-01-12,DOG,N,SMALL,DOG,AM PIT BULL TER,OWNER SURRENDER,PICK UP,2022-12-29,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,FIELD,2022-04-18,STRAY,RTO,IN KENNEL,2022-04-19,DOG,N,LARGE,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-16,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-10-31,STRAY,FOSTER,TO ADOPT,2023-04-12,DOG,N,LARGE,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-16,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,FIELD,2022-12-27,STRAY,EUTH,INHUMANE,2022-12-27,DOG,N,SMALL,DOG,LABRADOR RETR,FOSTER,APPOINT,2022-11-21,ADOPTION,BY FOSTER,FY2024,FY2023
STRAY,OTC,2022-05-03,STRAY,RTO,IN KENNEL,2022-05-05,DOG,N,MED,DOG,SILKY TERRIER,STRAY,AT LARGE,2022-12-27,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-12-27,STRAY,RTO,IN FIELD,2023-01-05,DOG,N,MED,DOG,SCHNAUZER MIN,STRAY,CONFINED,2022-11-10,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-11-03,STRAY,RTO,IN KENNEL,2022-11-03,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-15,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-11-19,STRAY,RTO,IN KENNEL,2022-11-19,DOG,N,LARGE,DOG,WELSH CORGI CAR,STRAY,CONFINED,2022-10-24,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-04-20,STRAY,RTO,IN KENNEL,2022-04-20,DOG,N,SMALL,DOG,CHIHUAHUA SH,STRAY,AT LARGE,2022-11-25,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-15,STRAY,TRANSPORT,RESCUE GRP,2022-02-05,DOG,N,PUPPY,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-30,FOSTER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-01-24,STRAY,RTO,IN KENNEL,2022-01-25,DOG,N,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-11-20,ADOPTION,EVENT,FY2024,FY2023
RETURN,ADOPTION,2022-05-14,NO TIME,ADOPTION,INTERNET,2022-05-24,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-10-21,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-09-04,STRAY,RTO,IN KENNEL,2022-09-05,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-15,ADOPTION,WESTMORELD,FY2024,FY2023
OWNER SUR,EUTH REQ,2022-11-09,EUTH MED,EUTH,REQUESTED,2022-11-09,CAT,N,MED,DOG,GOLDEN RETR,OWNER SURRENDER,PICK UP,2022-10-29,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-05-22,STRAY,RTO,IN KENNEL,2022-05-22,DOG,N,TOY,DOG,POODLE MIN,STRAY,AT LARGE,2022-12-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-18,STRAY,RTO,IN KENNEL,2022-07-18,DOG,Y,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-11-10,ADOPTION,BY FOSTER,FY2024,FY2023
STRAY,OTC,2022-05-23,STRAY,RTO,IN KENNEL,2022-05-23,DOG,N,SMALL,DOG,MIXED BREED,TREATMENT,INJURED,2022-10-18,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-05-12,STRAY,RTO,IN KENNEL,2022-05-12,DOG,N,MED,DOG,ALASK MALAMUTE,STRAY,AT LARGE,2022-10-06,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-03-01,STRAY,TNR,CARETAKER,2022-03-03,CAT,N,MED,DOG,GREAT PYRENEES,STRAY,AT LARGE,2022-11-22,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-02-21,STRAY,FOSTER,VACATION,2022-02-26,DOG,N,LARGE,DOG,PIT BULL,STRAY,AT LARGE,2022-11-25,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-14,STRAY,TNR,CARETAKER,2022-03-16,CAT,N,MED,DOG,MIXED BREED,OWNER SURRENDER,URGENT,2022-11-06,EUTHANIZED,SPACE,FY2024,FY2023
FOSTER,RETURN,2022-03-17,STRAY,TRANSPORT,RESCUE GRP,2022-03-19,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-29,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-03-12,STRAY,RTO,IN FIELD,2022-03-17,DOG,N,MED,DOG,MIXED BREED,STRAY,CONFINED,2022-10-12,EUTHANIZED,SPACE,FY2024,FY2023
FOSTER,RETURN,2022-07-05,LANDLORD,ADOPTION,WALK IN,2022-09-02,DOG,Y,LARGE,DOG,CHIHUAHUA LH,KEEPSAFE,WEATHER,2022-12-23,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-20,STRAY,RTO,IN FIELD,2022-12-20,DOG,Y,LARGE,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-25,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-15,STRAY,ADOPTION,WALK IN,2022-03-02,DOG,N,MED,DOG,LABRADOR RETR,OWNER SURRENDER,APPOINT,2022-11-15,EUTHANIZED,SPACE,FY2024,FY2023
CONFISCATE,HOSPITAL,2022-07-31,OWNER MED,RTO,IN KENNEL,2022-08-04,CAT,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-19,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-08-09,STRAY,TRANSFER,RESCUE GRP,2022-08-10,DOG,N,LARGE,DOG,MIXED BREED,TRANSFER,STRAY,2022-11-18,FOSTER,GENERAL,FY2024,FY2023
OWNER SUR,OTC,2022-04-21,EUTH BEHAV,RTO,IN KENNEL,2022-04-23,DOG,Y,LARGE,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-10-21,TRANSFER,GENERAL,FY2024,FY2023
RETURN,ADOPTION,2022-02-17,DESTRUC IN,ADOPTION,WALK IN,2022-03-25,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-14,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-10-21,STRAY,ADOPTION,WALK IN,2022-11-27,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,PICK UP,2022-11-30,TRANSFER,GENERAL,FY2024,FY2023
FOSTER,RETURN,2022-06-14,STRAY,EUTH,HOSPICE,2022-06-14,CAT,N,MED,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-11-09,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-08-31,ABANDON,FOSTER,VACATION,2022-09-12,DOG,N,MED,DOG,ALASKAN HUSKY,TREATMENT,HEART WORM,2022-11-30,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-10-25,STRAY,FOSTER,VACATION,2022-11-19,DOG,N,MED,DOG,ALASKAN HUSKY,TREATMENT,HEART WORM,2022-10-29,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-08-04,STRAY,TRANSFER,RESCUE GRP,2022-08-13,DOG,N,LARGE,DOG,CHIHUAHUA SH,KEEPSAFE,OTHER,2022-11-18,TRANSFER,BEHAVIOR,FY2024,FY2023
RETURN,ADOPTION,2022-01-18,HYPER,ADOPTION,WALK IN,2022-01-19,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-06,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
OWNER SUR,RETURN 30,2022-12-29,NO TIME,ADOPTION,WALK IN,2023-01-10,CAT,N,KITTN,DOG,MIXED BREED,TRANSFER,STRAY,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-10-26,FOSTER RET,ADOPTION,FOSTER,2022-10-26,DOG,N,TOY,DOG,CHIHUAHUA SH,OWNER SURRENDER,URGENT,2022-12-05,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,OTC,2022-10-14,STRAY,FOSTER,STRAY,2022-10-14,DOG,N,TOY,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-24,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-07,STRAY,TNR,CARETAKER,2022-02-23,CAT,N,MED,DOG,PIT BULL,STRAY,AT LARGE,2022-11-10,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-09-01,STRAY,RTO,IN KENNEL,2022-09-01,DOG,N,LARGE,DOG,PIT BULL,OWNER SURRENDER,QUARANTINE,2022-10-03,EUTHANIZED,BITE,FY2024,FY2023
STRAY,OTC,2022-10-01,STRAY,RTO,IN KENNEL,2022-10-05,DOG,N,LARGE,DOG,ALASKAN HUSKY,STRAY,AT LARGE,2022-12-04,TRANSFER,GENERAL,FY2024,FY2023
STRAY,FIELD,2022-02-05,STRAY,RTO,IN KENNEL,2022-02-12,DOG,N,MED,DOG,BLACK MOUTH CUR,FOSTER,APPOINT,2022-10-04,ADOPTION,IN FOSTER,FY2024,FY2023
STRAY,OTC,2022-03-08,STRAY,DIED,IN SURGERY,2022-03-09,CAT,N,MED,DOG,PIT BULL,STRAY,AT LARGE,2022-10-19,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-05,STRAY,RTO,IN KENNEL,2022-09-15,DOG,N,MED,DOG,MIXED BREED,TRANSFER,STRAY,2022-12-28,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
OWNER SUR,FIELD,2022-03-09,TOO MANY,TRANSFER,RESCUE GRP,2022-03-09,CAT,N,KITTN,DOG,SIBERIAN HUSKY,OWNER SURRENDER,URGENT,2022-12-02,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,FIELD,2022-03-09,STRAY,TRANSPORT,RESCUE GRP,2022-03-19,DOG,N,MED,DOG,PIT BULL,STRAY,AT LARGE,2022-12-20,FOSTER,GENERAL,FY2024,FY2023
STRAY,FIELD,2022-02-05,STRAY,RTO,IN FIELD,2022-02-08,DOG,N,LARGE,DOG,GERM SHEPHERD,CONFISCATED,QUARANTINE,2022-11-09,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-15,STRAY,RTO,IN KENNEL,2022-12-15,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-02,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-15,STRAY,RTO,IN KENNEL,2022-02-22,DOG,N,LARGE,DOG,PIT BULL,STRAY,CONFINED,2022-10-02,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-11,STRAY,RTO,IN KENNEL,2022-03-12,DOG,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-11-11,FOSTER,GENERAL,FY2024,FY2023
OWNER SUR,FIELD,2022-02-18,TOO MANY,TRANSFER,RESCUE GRP,2022-02-18,CAT,N,KITTN,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-27,ADOPTION,ADOPETS,FY2024,FY2023
STRAY,OTC,2022-02-19,STRAY,RTO,IN KENNEL,2022-02-19,DOG,N,MED,DOG,PIT BULL,OWNER SURRENDER,WALK IN,2022-11-13,EUTHANIZED,SPACE,FY2024,FY2023
OWNER SUR,OTC,2022-03-04,AGG PEOPLE,TRANSFER,RESCUE GRP,2022-03-04,DOG,N,LARGE,DOG,ROTTWEILER,CONFISCATED,QUARANTINE,2022-11-05,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-06,STRAY,EUTH,INHUMANE,2022-03-08,DOG,N,MED,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-11-19,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,FIELD,2022-03-09,STRAY,TRANSPORT,RESCUE GRP,2022-03-19,DOG,N,MED,DOG,GERM SHEPHERD,OWNER SURRENDER,APPOINT,2022-11-03,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,FIELD,2022-03-12,STRAY,RTO,IN KENNEL,2022-03-15,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-10-01,ADOPTION,ADOPETS,FY2024,FY2023
STRAY,OTC,2022-06-08,STRAY,RTO,IN KENNEL,2022-06-08,DOG,N,PUPPY,DOG,GERM SHEPHERD,STRAY,AT LARGE,2022-12-27,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,FIELD,2022-02-06,STRAY,RTO,IN KENNEL,2022-02-10,DOG,N,MED,DOG,SIBERIAN HUSKY,STRAY,AT LARGE,2022-11-12,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
OWNER SUR,OTC,2022-02-10,NO HOME,ADOPTION,WALK IN,2022-02-11,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-14,ADOPTION,ADOPETS,FY2024,FY2023
STRAY,OTC,2022-02-11,STRAY,RTO,IN KENNEL,2022-02-15,DOG,N,LARGE,DOG,MIXED BREED,TREATMENT,HEART WORM,2022-11-22,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-02-11,STRAY,FOSTER,VACATION,2022-02-16,DOG,N,TOY,DOG,DOBERMAN PINSCH,OWNER SURRENDER,WALK IN,2022-12-30,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-02-11,STRAY,ADOPTION,WALK IN,2022-04-16,DOG,N,MED,DOG,DOBERMAN PINSCH,OWNER SURRENDER,WALK IN,2022-12-30,EUTHANIZED,SPACE,FY2024,FY2023
OWNER SUR,OTC,2022-02-22,RESPONSIBL,ADOPTION,WALK IN,2022-02-24,CAT,N,KITTN,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-04,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-12-18,STRAY,RTO,IN KENNEL,2022-12-18,DOG,N,MED,DOG,MIXED BREED,OWNER SURRENDER,URGENT,2022-12-11,EUTHANIZED,SPACE:MED,FY2024,FY2023
STRAY,OTC,2022-03-29,STRAY,FOSTER,STRAY,2022-04-04,RABBIT,N,X-LRG,DOG,PIT BULL,STRAY,AT LARGE,2022-11-01,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-22,STRAY,FOSTER,MEDICAL,2022-09-26,DOG,N,LARGE,DOG,COLLIE SMOOTH,STRAY,AT LARGE,2022-10-17,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-05-23,STRAY,RTO,IN FIELD,2022-05-26,DOG,N,MED,DOG,GERM SHEPHERD,TREATMENT,HEART WORM,2022-11-06,TREATMENT,COMPLETED,FY2024,FY2023
FOSTER,RETURN,2022-10-06,STRAY,ADOPTION,FOSTER,2022-10-06,DOG,N,LARGE,DOG,GERM SHEPHERD,OWNER SURRENDER,URGENT,2022-10-27,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
RETURN,K HUMANE S,2022-06-10,TRANSFER,EUTH,REQUESTED,2022-06-21,DOG,Y,MED,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-11-09,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-17,STRAY,ADOPTION,WALK IN,2022-02-26,DOG,N,SMALL,DOG,CHIHUAHUA SH,OWNER SURRENDER,WALK IN,2022-12-03,EUTHANIZED,MEDICAL,FY2024,FY2023
FOSTER,RETURN,2022-10-08,FOSTER RET,ADOPTION,WALK IN,2022-10-08,DOG,N,MED,DOG,GERM SHEPHERD,OWNER SURRENDER,URGENT,2022-11-16,EUTHANIZED,HUMANE,FY2024,FY2023
FOSTER,RETURN,2022-04-19,FOSTER RET,DIED,IN FOSTER,2022-04-19,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-11-02,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-01-15,STRAY,ADOPTION,WALK IN,2022-01-31,DOG,N,LARGE,DOG,RAT TERRIER,OWNER SURRENDER,WALK IN,2022-10-24,TRANSFER,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-05-31,STRAY,ADOPTION,FACEBOOK,2022-07-01,DOG,N,LARGE,DOG,PIT BULL,STRAY,AT LARGE,2022-11-28,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-08-16,STRAY,RTO,IN KENNEL,2022-08-17,DOG,N,LARGE,DOG,PIT BULL,FOSTER,APPOINT,2022-10-15,ADOPTION,IN FOSTER,FY2024,FY2023
OWNER SUR,FIELD,2022-02-22,NO HOME,TRANSFER,RESCUE GRP,2022-03-06,DOG,N,X-LRG,DOG,GERM SHEPHERD,KEEPSAFE,OWN HOSPIT,2022-12-22,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-07,STRAY,RTO,IN FIELD,2022-12-12,DOG,N,MED,DOG,BULLDOG,STRAY,AT LARGE,2022-12-04,TRANSFER,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-08-19,STRAY,FOSTER,VACATION,2022-09-19,DOG,N,MED,DOG,PIT BULL,CONFISCATED,DANGEROUS,2022-11-01,EUTHANIZED,DD/AGG,FY2024,FY2023
DISPOSAL,OWNER,2022-12-29,DOA,DISPOSAL,BY OWNER,2022-12-29,DOG,N,LARGE,DOG,BORDER COLLIE,OWNER SURRENDER,APPOINT,2022-12-29,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-04-22,STRAY,EUTH,REQUESTED,2022-04-23,DOG,N,MED,DOG,PIT BULL,STRAY,AT LARGE,2022-11-21,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-01-06,FOSTER RET,ADOPTION,FOSTER,2022-01-06,OTHER,N,SMALL,DOG,PIT BULL,OWNER SURRENDER,PICK UP,2022-11-30,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-03-02,STRAY,ADOPTION,WALK IN,2022-03-09,DOG,N,TOY,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-15,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-03-03,STRAY,FOSTER,VACATION,2022-03-04,DOG,N,PUPPY,DOG,PIT BULL,CONFISCATED,SBI,2022-11-03,EUTHANIZED,SBI,FY2024,FY2023
STRAY,OTC,2022-03-09,STRAY,FOSTER,MEDICAL,2022-03-21,DOG,N,SMALL,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-10-24,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-11,STRAY,RTO,IN KENNEL,2022-06-15,DOG,N,MED,DOG,MIXED BREED,TREATMENT,HEART WORM,2022-11-14,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-02-11,STRAY,RTO,IN KENNEL,2022-02-14,DOG,N,LARGE,DOG,LABRADOR RETR,CONFISCATED,DANGEROUS,2022-11-01,EUTHANIZED,DD/AGG,FY2024,FY2023
